Node ID,Language,NUMBER_FOLLOWERS,Node Label,IS_VERIFIED,LOCATION,IS_NEWS_AGENCY,TWEET_COUNT
1897239480,en,6226,6nsinvt,0,,,2
471372962,en,18,rhpoliz,0,,,1
1103195141265809409,en,2785,beckman_joy,0,"San Francisco, CA",,1
1575411759745212417,en,5586,JJJones73828273,0,"Fort Lauderdale, FL",,2
1031914452600274944,en,42,o_a_james,0,,,1
3938655374,en,714,313vsEverything,0,"In your head, RENT FREE",,2
1593354344195391494,en,7,MGalaxyview,0,,,1
1444627294409175040,und,970,Jpl2nd1,0,,,1
115443039,en,142,Ashleyo10,0,,,2
2305332128,en,2060,charles_snell,0,,,3
357010857,en,120,RugMuncherNyc,0,"Salt Lake City, UT",,1
1156850474047459328,en,29455,Joe7993,0,"Ft. Worth, Texas, USA",,2
1598227368652455937,en,394,RuptlyNews,0,,,1
16724274,en,1837,Scott_Harper,0,Northern California,,1
22983859,en,1801,drillanwr,0,the right side of the room,,1
2723043564,en,2469,TCKid29,0,,,1
2247509269,en,1210,HoffmanKatja,0,"Florida, USA",,1
139120710,en,6,mafuji3,0,San Diego,,1
1459318209023201285,en,2481,ell07600762,0,"Ohio, USA",,1
824691291648823297,en,533,L22two,0,,,2
1655658150,en,58,scollins7100,0,,,1
187664916,en,181,too__online,0,,,2
1014877577914322944,en,2043,Ro86194860Robin,0,Clown world,,1
1258677433840087040,en,349,JackShe56,0,N Irish living in Nederland,,1
1016101231264190465,en,65,mozky3,0,,,1
1199592567828078593,qme,124,GoldenGeorgie,0,,,1
294293982,zxx,113069,Rothmus,0,,,1
378709415,en,80,JoeyMastrocola,0,,,1
1070342377141923841,en,44,cypher_louis,0,Bronx NY,,2
1502446507164946436,en,27,steelrose1910,0,,,1
1452722434847686657,en,519,redfresds,0,paypal.me/m3l1c1ou5,,1
853080991,en,82,csmith201269,0,"Murfreesboro, TN.",,1
206194625,en,526,rieb6611,0,"Texas, USA",,1
16146445,en,33860,HPANA,0,#ProtectTransKids,,1
115212572,en,2184,DarkStarStorm,0,Born in Philadelphia,,1
1310798090236882944,en,1470,iksweb,0,Canada -Treaty 1 Territory,,1
1201070773697429505,en,495,dimpenewscom1,0,,,2
1068972196364611584,en,807,MonicaChangFury,0,,,1
1598871308624089088,en,6,MitchElstun,0,,,1
520768573,en,563,mebmiele,0,"Pennsylvania, USA",,1
242550822,en,213,KashiKakes,0,if I copy and paste in here can I put whatever I want? FUrryland,,1
35293835,en,3002,uncriticalsimon,0,Newport,,1
2674748965,en,1050,cj_dugas,0,,,1
3154463313,en,47,usaneedsaleader,0,,,1
2645763574,en,2199,B2O6N4,0,USA,,6
623125070,en,721,lauracarione,0,South Jersey,,2
185844575,en,218,jbyler20,0,"Frisco, Tx.",,1
1033332932033880066,en,377,RyderOfTheMany,0,Unceded Cayuga-Seneca Land,,1
1556405611776319488,en,560,NoFunHowRun,0,Earth想当年,,5
1377579957011025920,en,522,Elissa871111,0,Wales (neath),,1
1349427961829724160,en,122,bearbootybttm,0,"Chicago, IL",,1
1018524007,en,11,CTCissolitaryco,0,,,1
1458693592789233665,en,28,AmyAlle25754799,0,,,1
1498386511934459904,en,101,F_Tess_Pulliam,0,,,2
1426772491,en,116,navysailor0425,0,,,2
887631169034100737,en,167,GhostDark10,0,United States,,1
1502750039281741824,en,975,JamesCa70626795,0,"Dystopia, USA",,1
1412429980424830982,en,352,TheStarNewsNet,0,,,1
397963803,en,265,JamieFriend2,0,America,,3
213553986,fr,3064,Micheben,0,France,,3
137200577,en,30,traceybunch,0,"Middletown, OH",,1
3160538076,en,204,tailsnkitty,0,New Zealand,,3
16190964,en,303,AngelGypsyEyes,0,Onopordum acanthium,,1
1587577268532035587,en,924,miseremea,0,,,4
1579640702123884545,en,649,of_zeitgeist,0,,,2
1326940223918411776,en,59,TheGucciCoochy,0,PFP: JinxIs,,1
1541563729891950592,en,334,MarkPphotos2022,0,Washington DC Area,,2
28944041,en,5800,CorpWatch,0,"San Francisco, USA",,6
796814122402926592,en,298,LaborMartyrs,0,Wherever a fight is on.,,1
16195312,en,7550,SkyJellyFetti,0,Nashville,,3
2266581066,en,320,KaraBarnes09,0,"Illinois, USA and Texas, USA",,1
17535744,en,101,paraflyer,0,,,1
1593940325843730432,en,20,Richard10666683,0,,,1
1454291211703963648,en,2470,batchick88,0,,,1
1604739053932478465,en,61,LShinn228,0,,,1
1587893107059671040,en,415,Cmdr_Sinclair,0,Dixieland,,2
704933289619005440,en,6573,dudeonthebay,0,Tampa Bay Area,,1
879086253945364483,en,4106,WKortepeter,0,United States,,1
1568858138,en,24662,MonaSalama_,1,NYC ⇆ DC,,2
1347714044648714240,en,4640,SilenceDamned,0,,,1
1214254995366764545,en,356,RandyCa63942328,0,,,1
2557592940,en,47106,thephillyvoice,0,Philadelphia,1,2
1625565808477802516,en,1099,VVvossie,0,"New York, USA",,4
363305832,en,481,gczeus,0,Jerz,,1
1323329329879633920,en,86,1DinoDS,0,"Palm Desert, CA",,1
1126553316790378496,en,11652,LarryWoolfolk2,0,Where you are not,,2
1963504075,en,41,debdizzie,0,,,1
2719954040,en,44,Alonsouru,0,,,1
549367327,en,325,HahnCatherine,0,,,2
122549510,fr,1908,ArnaudCourti,0,Québec,,1
1171599962649612293,en,101,loriturner714,0,,,2
1481056596889378821,en,293,Johnsmi35959114,0,Doncaster yorkshire zuk,,1
817593943575629824,en,65,D2023gDonna,0,"Ohio, USA",,1
78370264,en,182,gumineko,0,日本,,1
266100544,en,82,crimsonskydeath,0,Earth,,1
902333924,en,1340,NFJShane,0,,,1
1348876199372546049,en,210,Margaret9027578,0,"Rancho Palos Verdes, Ca",,2
1609659288833622017,en,29,Wickedtwolips,0,,,1
270711738,en,2227,30_on_30,0,The Rotten Apple,,2
4855815293,en,31009,GrammaGaz,0,"Buena Park, CA",,1
761783018,en,14543,NewDemCoalition,1,U.S. House of Representatives,,1
1613637172346642432,en,852,RepGregLandsman,0,"Cincinnati, OH",,1
930556002,en,1382,MAMASLAVV,0,,,2
363275350,en,196,Olivia_UIS,1,"Cleveland, Ohio",,1
536744675,en,1929,SCVIndy,0,,,2
1586046102469492742,en,121,NValerie33,0,,,1
898413144,en,1440,Politicalife,0,USA,,1
3579072494,en,1781,MicheleRedding2,0,,,1
746584035384668160,en,566,TheRealDrDave1,0,Texas and BC,,4
4903570425,en,70,jspuck57,0,"Pennsylvania, USA",,1
17454368,en,255,StephenJSkelton,0,Los Angeles,,1
59310375,en,436,RedVioletPanda,0,"Oregon, USA",,1
243803705,en,778,Alex_Dix,0,Baltimore MD,,1
37839526,en,335,sc_tillery,0,"Tucson, AZ",,1
1594087775925682182,en,38,LottaLatte,0,,,1
1480574159876931595,en,15035,Booker10038,0,"Sheridan, WY",,2
1519459364825964544,en,116,RogerRuth72,0,,,2
1195159050071072768,en,5689,TeresaM51981532,0,"Everett, WA",,3
1605013933198540800,en,35,JennaLUSA,0,,,3
974873779,en,1167,Heretic__13,0,NO GDs! ABH!⚰️ pure  FL,,1
1270557333576450048,en,1637,hFbshHlAyQTEUqo,0,cogwheel.creator-spring.com,,1
56246512,en,657,atwiten,0,California,,1
151552315,en,5915,Playerinthgame,0,Nope,,2
51772574,en,24,chbis,0,,,1
362084030,en,34542,JesusNarrowWay,0,,,5
2195049319,en,20878,mooncindylu,0,Central USA,,3
48248079,en,50603,sethanikeem,1,The misty edges of dreamspace,,1
167897018,en,427,snartkety,0,,,2
2565884221,en,1170,exarmyofficer1,0,United States,,1
1129767572604219392,en,1291,AlexLovesSunny,0,"Palm Springs, CA",,1
1194273301377568769,en,1385,ricercata1,0,Planet 3 in the Nature Reserve,,3
562372370,en,64672,melanoma321,0,England,,2
206190899,en,991,nuckingfutz33,0,"Texas, USA",,1
1288634418001666050,en,22201,DianaPOMoon,0,The beautiful PNW ,,1
5990272,en,1692,oriridraco,0,"Florida, USA",,1
3185651144,en,354,JonShomo,0,"Tallmadge, OH",,3
1248729861675462657,en,406,haddad_jake,0,,,1
1229231960553402369,en,19,vensse783,0,U.K  victoria's secret,,1
4819089688,en,511,TinaBoggs7,0,,,3
3028894719,en,353,mansonj15,0,"Glendora, CA",,1
1481369987726069761,en,228,Dan54822112Dan,0,,,2
1539252521130242048,en,54,karlab36,0,,,1
2432324029,en,6081,CordellTraffic,0,"Maryland, USA",,3
2609710289,en,8928,pm_mcdaniel,0,"Whately, MA",,3
1851909823,en,5794,A_Riley17,1,New York,,1
80198557,en,219,lisadbenz,0,,,1
1519375602888945665,en,2297,ShereeKnippen,0,,,2
499500979,en,305,GeniroDingle,0,DMV,,1
1317660339056553985,en,10,SeanBen43791655,0,"Mansfield, OH",,1
1563055803786858496,en,28,favouredaxe703,0,,,1
1501615738938806275,en,490,DianeCoble6,0,,,1
1646608171,en,4750,Mutant187,0,,,1
1601806597,en,3501,ajfr4765,0,,,1
1028159268418084864,en,20006,proud2bLib,0,Arizona United States,,1
1479453615408488453,zxx,1638,PEDROLUISCARM11,0,,,1
152006028,en,3357,John16280,0,,,1
771785672772444160,en,196,harmony_diaz,0,,,3
1631303693436870661,en,54,AntoniJohnson5,0,Houston texas,,2
1446938825213812737,en,267,Mtlhabitans,0,"Ottawa, Ontario",,6
38748444,en,1287,1MirandaAllen,0,"Rinky-Dink, West Virginia",,4
1497611743954092036,en,8568,grumpycat96,0,North America,,1
1277956490096230400,en,64,CDoughball,0,Bored,,1
1442338864094334976,en,24601,Fur_Mom4life,0,"Oregon, USA",,2
1623362702738620420,en,27,_ChaseHammond,0,,,1
1561161819514933250,en,8,NancyJo18438580,0,,,1
343167810,en,782,last__lane,0,she/her,,2
212414630,en,340,Helena_Maciiel,0,#NoAsumasNadaCuestionaTodo,,1
3310873800,en,6574,PatriciJane,0,California,,1
989992243,en,403,mattyrhone,0,"New Franklin,Pennsylvania",,1
1374515000170086402,en,2138,BoulwareH2,0,"Missoula, Montana",,1
1492318569513861121,en,1414,Bingo007122,0,"Ohio, USA",,1
184081588,en,1951,YDWYPG,0,UNCANNY VALLEY,,3
107548933,en,345,Senator777,0,"Vinings, GA",,1
4837345089,en,7477,bridahlquist,1,"Cleveland, OH",,2
709552475708243969,en,178,FranWeil,0,"Pennsylvania, USA",,1
122100346,en,557,wilson0107,0,Maricopa County (for now) AZ,,1
235195182,en,630,FeistyCupcake54,0,"Cleveland, Ohio",,1
13575602,en,4669,aparnamuk,0,"Philadelphia, PA",,1
323610268,en,13959,homebrewerjoe,0,"Florida, USA",,1
839832224853868545,en,2860,palmgrooves,0,Yer Imagination,,2
1315828687758077957,en,30,JenVT30,0,,,1
30920696,en,142,davis411,0,Chicago,,1
888563434480164868,en,21,DONNA53923873,0,United States,,1
407825787,en,184,CharlesBoutin,0,"San Francisco, CA",,1
499876766,it,3364,maelmale,0,pleiadi,,1
551329902,en,75,Eungrams,0,,,1
316709071,en,444,marissaybrown,0,,,2
1490727835174117381,en,421,jo_dougan1,0,,,2
1487076732536426500,en,384,Twang1776LZ,0,,,1
882816962023350273,en,77,QueenBeeGarden5,0,"Cleveland, OH",,1
1457447427208794124,en,889,meweewizard,0,"Tennessee, USA",,2
1468841904150233089,,14552,Reptile_Hybrid,0,Australia,,0
495051125,,2273,Spyder550a,0,A Space In Time,,0
217730861,,1720,HaitianPopi,0,,,0
1518980851203284993,,472,Rev_Alexander_,0,Here.,,0
1447292742585884674,,1729,unvaccinated15,0,Planet Satan,,0
250108070,,3622,4orty6ix,0,Australia,,0
2573360449,,2081,mlkfsm77,0,,,0
11339402,,3633,ASKJDOG,0,1984,,0
1102547787768573952,,4403,monkeynotpigsy,0,,,0
1316088905825951748,,,simmeringkettle,,,,0
3396891793,en,388,jbradford1959,0,,,2
1168540589987700737,en,234,clubhell88,0,,,1
150036664,en,1770,ctsong,0,,,1
1631390786829819935,en,104,JohnsonCaballe4,0,united state,,1
1061341761862279168,en,107,McfuckinH,0,"Ohio, USA",,1
152766660,en,7311,WL_HSteps,0,"Galashiels, Scottish Borders",,1
2716762077,en,2273,pam8896,0,"wysox, pa",,1
177334118,en,2287,KATHLEENQUEEN55,0,Canada,,3
35087028,en,85,Mikaey43,0,"Los Angeles, USofA",,1
591256990,en,22567,Ldogls,0,,,1
257760409,en,265,nataliethekali,0,,,1
1109400043881226240,en,1175,MaxiTimofte,0,,,1
1371227403675123714,en,5965,P45USA,0,The United States Of America,,5
14058842,en,2493,reeceecup,0,nunya business,,1
1177228548,en,37,xXShogunatoXx,0,VRChat,,1
364198504,en,545,pdog11234,0,,,1
232213581,en,163,ckclough,0,,,1
1246841192169508864,en,2587,be94051942,0,United States,,1
1283034769354297346,en,46247,Neloangelo314,0,The sides of the North,,1
800466014475460612,en,294,artsbiz9,0,"Canton, MI",,1
3302629824,en,1333,IndiasBigdebate,0,India,,1
529155944,en,1132,ThatJediScum,0,,,4
758152701637193728,en,479,Datz_2Dope,0,,,3
1602915670680895490,en,734,colleen6124,0,,,4
2660825694,en,54,jimlynchonline,0,"New York, NY",,1
585001586,en,532,JTretter71,0,"Richfield, Ohio",,1
2931434750,en,1558,MusicaGlobalNet,0,,,3
4316591,en,319,MSUHitman,0,St. Louis,,1
422092485,en,1229,mary_sturino,0,,,1
1052579688206491648,en,337,Emma01996155,0,"Leeds, England",,1
180352649,en,824,fairviewsue,0,"Deep River, CT",,6
878470554,en,310,inksterchick,0,"Washington, USA",,2
1436404427896786964,en,2809,TheGreatestGia,0,,,1
29343338,en,1374,darylwill,0,,,1
1445170044250427392,en,2427,xkeyxkey,0,"Bothell, WA",,1
17248150,en,15010,Peterman43,0,South Africa,,1
536503500,en,1250,davis9v,0,"East Orange, NJ",,1
614493361,zxx,52,JustLivePeace,0,,,1
1472602521185120264,en,3656,Raptorf31590613,0,,,1
102139023,en,1844,jdiaz19808,0,"Wilmington, DE",,1
1534610978611920896,en,1892,DiannaHund,0,,,2
43569653,en,494,bayside60,0,,,1
1662772646,en,120,connierainie,0,,,2
385162111,en,29276,BradBeauregardJ,0,"Maryland, USA",,2
1448659775848214533,en,56977,TimcastNews,0,"Washington, DC",,1
1002189558262452225,en,2029,BrynCaswellTV,0,"Cleveland, OH",,1
911274089376915456,en,3414,Ally_oopsy,0,"Stockholm, Los Angeles",,2
1500326150337441793,en,70,Mark12946742,0,"Indiana, USA",,1
1239552949145071616,en,1145,YourVote2022,0,Your Mom’s house,,2
1164566535651778560,en,489,FoundersFollows,0,,,3
1437967851240005639,en,97,WilliamRallis,0,,,1
1617871350,en,180,DeeHolleran,0,"Columbus, OH",,1
1617228098327437314,en,13,DannyNe91773410,0,,,1
765626575,en,436,rednecgirl81,0,United States,,1
2718222822,en,980,florencetipp,0,,,1
1037861028,en,7571,TywinResists,0,The Plane of Innistrad ,,1
1257287088782938112,en,43,Hansen03510507,0,,,1
1312042493974806529,en,28,AleBigPanda,0,,,1
1591073673263316992,en,111,Junzy23457254,0,,,1
729338906,en,84,DoitforRBG,0,,,2
38344723,en,8375,deannaothman,1,"Chicago, IL",,1
3136486681,en,27,notyetmiles,0,,,1
753862173475082241,en,16867,palomacreative,0,United States,,4
1429447365887467523,en,141,scotter2216,0,,,2
43046572,en,948,pearlfinch,0,U.S.,,1
19037616,en,393,lcmcternan,0,,,4
1076493821696004096,en,1846,OGSamuraiNC,0,"Austin, TX",,2
2691378734,en,285,SE0025,0,,,1
1536293179,en,1589,ThumiKabuba,0,Kenya,,1
3406930692,en,1077,PeelIWG,0,"Peel Region, ON",,1
1521277993410338819,fr,14,evil_lap,0,,,1
148801195,en,300,tmj_IN_transp,0,Indiana,,1
426832565,en,1551,KIVUNature,0,Ontario Canada,,1
1603595341768581122,en,42,JennieSonn,0,,,1
82969112,en,152,johnsonjr_john,0,,,1
269486246,en,2366,SheelaghG,0,,,1
22376901,en,99,Xenaac,0,,,1
1392622679841202179,en,576,d_bead,0,United States,,1
1595983333397495809,en,3914,DoeEyedRachel,0,Earth,,2
1586937919910326272,en,61,EdBraaten,0,"Rainier, WA, USA",,1
38483671,zxx,1160,nestof5,0,,,1
2548427874,en,3150,ladynurse1974,0,,,3
1591942377148743683,en,1,beanpetrelli,0,New york,,5
182688169,en,1422,undergradwoman,0,"Scranton, Pennsylvania",,2
292929271,en,2060960,charliekirk11,1,"Phoenix, AZ",,6
1078276610,en,327,calicali_girl,0,,,1
760237539345039360,en,158,STm4miCZ5SnInQM,0,,,1
3859481,en,148,Giro,0,,,1
1014159666371268608,en,1138,RACurtisSanche1,0,,,1
1556415072712462339,en,4847,StarRicky12,0,"FL, USA",,1
578779146,en,18208,JeffreyaReddick,1,West Hollywood,,1
21268897,en,392390,joshtpm,1,New York,,2
370714847,en,1833,denise_dreon,0,Pittsburgh,,1
1594765391212978177,en,10,45_Jonquil,0,,,2
18269711,en,103,samholiday,0,"New Buffalo, MI",,1
1531636381776232448,en,365,MarshAvali,0,"Virginia, USA",,1
120924076,en,96560,the_transit_guy,0,"New York, NY",,2
1274259547545391104,en,1273,dongen_marleen,0,,,1
168010091,en,282,CbusPaulieD1977,0,"Columbus, Ohio",,1
824323847017136138,en,750,FlippingUpset,0,,,5
1469703595490791427,en,6,shitle21,0,,,1
1372637126169403394,en,1133,AlmaMex86,0,,,1
44896816,en,1066,redgett,0,"Amazing, TX",,1
3195801804,en,331,HomebrewDad,0,,,1
333703405,en,1521,ricramt2010,0,Distrito Federal,,1
1611829013755871235,en,116,girlwatchman,0,,,3
1511155518512910339,en,76,skeeterletzgo,0,,,1
1600613064499515394,en,2424,Michelle352019,0,"Nebraska City, NE",,1
193132219,en,214,Frank_Monter_B,0,México,,1
1283465406531936256,en,1374,SmartandSassy11,0,North of the Medicine Line,,14
1204822874848186369,en,49809,JaromeBellVA,1,,,3
1430894089508036628,en,267,IsabelC75261189,0,,,1
1091808298968453121,en,400,insolventsee,0,"Philadelphia, PA",,1
72992567,en,1422,acervantesv,0,México,,1
1609300277361872896,en,395,larsmang1,0,United States,,1
1543333189174820865,en,2366,Cynthia86555194,0,,,2
16122527,en,1020,shambleslee,0,USA,,2
17457867,en,2268,kriswernowsky,1,"Cleveland, OH",,3
502660038,en,25,MechPilot,0,,,1
1550091161699848192,,641,Stop_This_Evil,0,"London, England",,0
1548099700863090689,en,403,JacobiaRP,0,,,1
1421036812550742019,en,253,CrammGillian,0,,,1
1337393224583884800,en,989,zon96279678,0,,,1
1288547117968117761,und,1774,SamMoline1,0,The New Banana Republic,,6
23501282,en,108,blazeintime,0,,,1
2896675593,en,6255,NutterMutter,0,NY in a USA State of Mind,,1
1594013040340602884,en,355,AllenSm75844455,0,Stockholm,,1
1177249457538310146,en,201,StephM97249776,0,,,2
1570459747077193728,en,154,LoveAliceAn001,0,USA,,2
759547806768107520,en,179,RichGulla,0,"Concord, NH",,1
1528149732346011653,en,4090,TZwatching,0,"Port Charlotte, FL",,1
1547081398988709888,en,149,DE04575138,0,,,3
395848183,en,13708,TaraVanHo,0,"Colchester, England",,1
14948080,en,2562,StrongholdMag,0,Austin TX,,1
15471588,en,3598,CWRU_Law,0,"Cleveland, Ohio",,1
2495513792,en,6785,sandibaise1,0,Appalachian Ohio,,2
297901432,en,251,thekatnicholas,0,Your mind,,3
1437847594428997645,en,322,Nuski218,0,"Ohio, USA",,1
1031263796650815489,en,6118,j86981245,0,,,1
1081588128408891392,en,1491,Unimatrix1312,0,OF Unimatrix1312,,1
1473829888301973512,zxx,2295,DennyAl82299796,0,"Kentucky, USA",,2
275735030,en,1518,ksev4,0,"Wells, Maine",,1
722587645868544001,en,1712,coit_dawn,0,,,1
1624150868076507137,en,10,RobinMa46549872,0,,,1
1319406181,en,507,l8torgator,0,,,1
1587126205135953927,en,7,BuffooneryTom,0,America,,1
2237046431,en,106,BeebzSancheez,0,HTX,,2
390916874,fr,2349,Manoudu19,0,France,,1
71318533,en,5111,ThePost_Journal,0,"Jamestown, NY",1,1
772760226,en,828,paulspivak_,0,Murica,,1
1042423901140090881,en,34,LoftGeo,0,"Oldest City , Florida",,4
1608425529123692545,en,19,LandstarDRB,0,"Irmo, SC",,3
46256081,en,3308,DBSchenkerUSA,0,"Chesapeake, VA",,1
1613531108955635714,en,9,stacyoli23,0,"Atlanta, GA",,1
142096963,en,10096,GoogeliArt,0,Norway  ,,3
1473877796,en,352,urcoolasfrick_,0,,,1
1276765362768486401,fr,266,Leetchi7,0,,,1
4859475975,en,2616,crazytimes73,0,"California, USA",,1
816364246384537601,en,203,hearthwench,0,"North Idaho, USA",,1
1085599543113052160,en,484,Beautoxx_1,0,"Los Angeles, CA",,2
1099467265,en,26,SixSider,0,,,1
32256414,en,2311,mjwatts1983,0,"Denver, CO",,1
1528719405256957953,en,912,Hossenfaus1,0,everywhere,,2
1607392897350963201,fr,26,PierreF12726394,0,,,1
1030783364,en,2696,JamesMa50910080,0,,,1
1546378261952864256,en,13,daniel_loncke,0,,,1
1027744051,en,106,nashlrie,0,,,3
1347547991469649920,en,426,BSpeed03515999,0,,,1
362286275,en,285,bmacconnell1,0,,,3
25451167,en,27220,KTVZ,1,"Bend, Oregon",1,2
2796304232,en,252,EricTichy,0,"Jamestown, NY",,1
1504099346630987780,en,772,TruthSeeker84x3,0,North Wales,,4
1596909833780969474,en,33,Ambermia00,0,,,1
1242511664,en,3505,walkerdude13,0,,,3
1499388943778914304,en,532,jackpot100cid,0,"Ohio, USA",,1
1278869471436828673,en,41,TickerTick_com,0,,,8
1548788259446210562,en,73,only1coach,0,,,1
3310422237,en,8009,jxgiuliano,0,Siamo guelfi e ghibellini,,1
1497653909040648206,en,719,WilliamBogy,0,"Euclid, Ohio USA",,2
1326218010592489473,en,177,naoko_hanzawa,0,,,1
1351574719900872704,en,57,variant_doom,0,,,2
1325243553396580353,en,9136,Leslie64993617,0,"San Diego, CA",,1
1324550375928639489,fr,4946,danielle_crete,0,"Monteregie, Port Ste Lucie FL",,1
1431252707155742724,en,371,infwonder,0,,,1
4889837354,en,195,PrincessEmma63,0,"California, USA",,1
1594176965724061697,en,2,Fauci4Jail,0,,,1
38927392,en,13246,jessicanabraham,1,"Orlando, FL",,2
3261416731,en,1348,squaire67_d,0,,,2
3249538189,en,121,RubyRoseGizzi,0,,,1
1547493644,en,4272,TenaciousEye,0,,,1
1619458707326115841,en,11,melody_braca,0,,,2
197952108,en,368,amanderhugnkss,0,"North Carolina, USA",,3
1299462709113548800,en,24,LaurieH45556207,0,,,1
1302270305851920385,en,872,ancientmb23,0,Somewhere Texas,,1
6859912,en,1105,celticfeminist,0,Salvation Holdout Central,,2
50765284,en,509,SetthemF,0,"California, USA",,4
1631688466206539776,en,29,DCaicedo1994,0,NY | Santa Marta ,,2
977280095848140803,en,95,joanne12987064,0,,,3
4487547981,en,3801,SURJNYC,0,"New York, NY",,2
1086706538985783296,en,222,SDPFlorida,0,,,3
2916303139,en,137,Pilot_Spooky,0,United States,,1
2384629090,en,6766,rxmsxy,0,nyc,,1
1518961707674132480,en,2087,angryvet57,0,"North Myrtle Beach, SC",,1
111790142,en,1226,navin391,0,stolen nissequoque land,,3
706589936879849472,en,198,RoseMarieJamis3,0,,,1
1138616222294130688,en,44,Sloths_rocc,0,,,1
1558235039820697600,en,977,MelHaleCO,0,"Centennial, CO",,1
60364499,en,578,somieari_,0,United Kingdom,,1
27542176,en,323,MTWake,0,,,1
1155820578147885056,en,515,AndyMcGinnis92,0,"Cincinnati, OH",,1
4159533203,en,125,talontarget,0,aeor,,1
1008185569753686016,en,117,OneBlackKitty,0,,,3
256187408,en,1444,F_AName,0,,,1
158461506,en,2113,IAMovers,0,Alexandria,,1
585223932,en,169,WkdCateyes,0,United States,,1
1010502957853478914,en,2709,ChrystalChipria,0,"Frederiksted, Virgin Islands",,2
20997115,en,3147,SannyDamet,0,"Cincinnati, OH",,1
970419265399590912,en,1638,kedss46,0,"New York, USA",,1
866719950077128704,en,500,NaynayNow,0,"Ohio, USA",,1
1477304704191377411,en,518,BigKreboot,0,The seventeenth,,4
1340350893506621442,en,367,arielthamerma1d,0, ♎︎ ☉/♋︎ ☽/♑︎ ↑,,1
1359146080391299076,en,46324,HotTicket7,0,"Glasgow, Scotland",,1
22794611,en,4574,ChuckDalldorf,0,,,2
3656569288,en,69,hurrbutts,0,d&d ✴️ ffxiv,,1
58601435,en,4222,LynnHulseyDDN,1,"Dayton, Ohio",,5
1394714423638601730,en,2587,ComradeOhio,0,Akron,,4
1172605165200990208,en,180,GetUnlabeled,0,"Ohio, USA",,1
1529967499093106707,en,2999,SimpleMarxist,0,,,2
1433428766282305542,en,1,GetServedRetard,0,,,2
1329085526591168518,en,3257,SueSrod8128,0,,,1
17582486,,17055,eshap,1,The Interwebs,,0
1586014927432605696,en,220,jenwarrior2020,0,AMERICA,,1
2557101028,en,484,LakshmanSagar2,0,India,,1
1234867489802215425,en,1314,Jacob13867464,0,,,1
1527074748378890240,en,89,johnmcvicar16,0,,,1
1462842415107252241,en,169,1davidbra,0,"Albertslund, Danmark",,1
72706624,en,997,Davidpomar,0,Venezuela,,1
1938134185,en,573,AmorSpesFides1,0,WY 307  AZ 480,,1
1586988863712595970,zxx,54,debilparks,0,,,1
910580740160499712,en,1077,Delia85354849,0,,,2
843195615953797122,en,1182,taxicabcd,0,they/them; 21,,1
1450791295971168256,en,62,KrisShe26690392,0,,,1
1540397201477738496,en,14,JustHer35042525,0,,,1
1593426326228180992,en,20,caught_news,0,St.louis Mo,,1
1123360058174332928,en,3526,ForgetfuP,0,,,1
1164274076317364225,en,460,2_drink_min,0,What?,,1
24950207,,63177,RonPlacone,0,"Los Angeles, CA",,0
2623871271,en,302,mattibillings,0,,,1
489857335,en,1141,TruthFaustino,0,the Field,,5
1537952138097094657,en,702,MissRenai,0,,,1
1318268103868870656,en,1286,MissPatriot17,0,,,4
230084893,en,318,psalmsgood,0,ny,,2
1586013802922926082,en,100,NancyHa29210139,0,,,2
21990739,en,856,paloma_bella,0,there,,1
1561398330013487104,en,1313,seekeroftruth85,0,North Wales,,2
18665343,en,407,RoyMitchell,0,United States,,1
15333675,en,43,aroundtown,0,"Pasadena, MD.",,1
1557395454379311104,en,465,Sc20506481Karen,0,FL,,1
146720455,en,305,AaronBurrSir7,0,Sillycon Valley,,1
1633156278351458321,en,2,BigMoseHumphrey,0,New York City,,1
1220208244506927104,en,1528,LAJones86409,0,"George Mason, VA",,1
273161753,en,199,DeredithMeNucci,0,"Los Angeles, CA",,1
456212024,en,244,Cold40Ounce,0,"Mobile, Alabama",,1
2690956867,en,432,thedtfgroup,0,,,3
3062079176,en,1501,TristenSchmidt,0,,,3
117243602,en,18,vegashub,0,,,1
308699405,en,125,NyiHo_WanlaWaa,0,Shinee World!!!,,1
907346054,en,6984,cj1001_,0,"New York, USA",,1
3783949574,en,137,Varunkrvicky,0,"Kolkata, India",,1
1586448747235606537,en,446,JoyMJoy831,0,,,2
1033168140149116928,en,4072,Zioinfiltration,0,United States,,1
336849021,en,1352,RStophe,0,Jamaica,,1
1604656410461057026,zxx,6,SS777000suseJ,0,,,3
1397208805440638977,en,670,BarbBradleyJ,0,Kansas,,3
1572412323729641477,en,63,RenaEUNV,0,,,1
344203106,en,1231,IreneHLin,0,"Ohio, USA",,2
16426293,en,3839,mampdx,0,Anarchist Jurisdiction of PDX,,1
958555056302968832,en,5,prophylactic135,0,,,1
34082620,en,614309,JesseKellyDC,1,"Houston, TX",,1
4259148751,en,7982,Dianestraley,0,USA/South/OldAcct Diane,,3
3292332352,en,1655,littlorangefish,0,,,1
1451723037510864899,en,226,MoneganKelly,0,,,1
2633618600,en,176,Ted_Hansons,0,,,1
431340154,en,2997,mxonica,0,,,1
739065966,en,739,Pro_Nuke,0,"Wisconsin, USA",,1
247899485,en,58,druth88,0,,,1
1152293759050113024,en,279,ChristinaORei10,0,,,1
